fileName,size,sha256,mvid,assemblyName,assemblyVersion,typeCount,publicTypeCount,methodCount,publicMemberCount,status
"System.Threading.Channels.dll",75952,"31C7E3704C0477C53D9306362DC6ABE741088EFB7A7B4E46CDED0169CF7BB0B2","4e46d608-67fe-46e4-9968-b37620845a84","System.Threading.Channels","8.0.0.0",54,10,280,55,"Present"
"System.Threading.Tasks.Extensions.dll",5120,"96150ABDCA5DF4446B376560E069D59B3550212DEDA8CBDD316272F6B834F597","531f1a1d-f612-4ccb-ae13-196f90fe00c4","System.Threading.Tasks.Extensions","4.2.0.0",0,0,0,0,"Present"
"System.Transactions.dll",35328,"EF7B63B133BF3F0150E13AA2E1B21628DDBDCDB5A949C11E185743D696FAE9EE","41ef770f-90fd-46f0-9722-c67700ba3e6a","System.Transactions","4.0.0.0",49,39,242,201,"Present"
"System.Xaml.dll",187904,"F277C367D8F2D99E8C3B9DE56FFA73F40D5F2DBEE89195C28DE925AE90F74035","4c86a7f3-cb57-4d6b-a740-a0668483f006","System.Xaml","4.0.0.0",212,106,1605,994,"Present"
"System.Xml.dll",3160064,"50F029487999D62B805A4042831F6CA6FAA62D110D82F2381BA5775E5557C438","5e162371-fcb1-4d1f-903e-4090d078ee23","System.Xml","4.0.0.0",1681,315,17197,3975,"Present"
"System.Xml.Linq.dll",136704,"14C33AD41219BC7DE05D089F75AB5F25A570D899E3DB2186E2B860DFB76826AD","8c52de2e-14a9-4ac5-91c3-4281c457f80c","System.Xml.Linq","4.0.0.0",105,26,991,432,"Present"
"Telepathy.dll",21504,"0F1CE16FA4F3A1E58E8DE7D1F47751E3A684A3973C49205DA3A9655ACC0DF85C","eadf5b58-3b02-4225-8670-669c7e2fb8f5","Telepathy","0.0.0.0",25,12,69,80,"Present"
"ToString.dll",4608,"B5ECB0A55B9488C7B02CE1EC5E8796961C60301A8E833C32D6B8400A8372D57D","40788e31-8714-431a-a733-7142b9bdf444","ToString","1.11.1.0",2,2,2,2,"Present"
"UniTask.Addressables.dll",12800,"453FD81CC723E83FB0D70F9E975315FD52F5116E0D77A2814652E789F1FEA18F","fce28f7f-8a97-407a-aa32-5072d2fe770f","UniTask.Addressables","0.0.0.0",11,2,44,12,"Present"
"UniTask.dll",566272,"E4B4CA89964258947FDA822109AFD93F3DD8EAEE7AF58BF985EBB0B98F173EFE","acefcaed-f54e-4968-894c-2858add29d33","UniTask","0.0.0.0",619,300,3539,1425,"Present"
"UniTask.DOTween.dll",4096,"F5B0FFA4871BC3C0C24EB20B268FCDA9041631A36ED009DBCDF4C4D9F14D854D","4beaf74e-603f-4e9a-b7a2-c7cb696b195a","UniTask.DOTween","0.0.0.0",2,0,2,0,"Present"
"UniTask.Linq.dll",701952,"546BEA7B95438EE0499C25F9B12E1FE755E23DC9A19E87F7DB112C23F8230D10","9e1c33eb-5e2c-4f99-92a7-b1fd4f8faa84","UniTask.Linq","0.0.0.0",569,2,2441,476,"Present"
"UniTask.TextMeshPro.dll",13312,"E9B5F3A782BD1726BDBDAE2A139F3FAF7D6C7F9F65F4A27BCB62C2B5D06DCD62","4f05d59b-6630-4171-94d1-02aab6f250e9","UniTask.TextMeshPro","0.0.0.0",8,1,55,47,"Present"
"Unity.2D.Animation.Runtime.dll",88064,"372E3D7250B7A7D3F46D9A7EBAE7C183647C2DEAAD808DE202AE4BD605A735B0","f6b7b2e9-70dc-47a7-8654-b264ab9c5b51","Unity.2D.Animation.Runtime","0.0.0.0",93,9,467,76,"Present"
"Unity.2D.Common.Runtime.dll",47616,"C05F9148D6563559E5970C8667C6B6AD5BE83BBAB177A3C58C25303C0D99407F","05052f6e-409b-479c-9ac0-2550d0cc4e73","Unity.2D.Common.Runtime","0.0.0.0",42,0,147,0,"Present"
"Unity.2D.IK.Runtime.dll",27648,"021174A30199B728A192029E5EA554F68DEA06C1C97E03ACE2AC56583A4A0A0C","8ee082a0-935e-4a89-9d19-c1780630f2ba","Unity.2D.IK.Runtime","0.0.0.0",23,12,158,101,"Present"
"Unity.2D.PixelPerfect.dll",12800,"E051C86823AA1C8FF8E150752A6D4D4E21DD49997B8496525CDDEBA1B9C16026","f4a6cbca-caaa-45f8-86f5-e623dd379973","Unity.2D.PixelPerfect","0.0.0.0",9,2,54,30,"Present"
"Unity.2D.SpriteShape.Runtime.dll",112640,"2F47C761E018AA00D95BB7F9CC68C36986ED79F30ED27A38112F1BE27FB0CE8B","2f0f719c-c690-4608-bbbb-5077b5efb3b3","Unity.2D.SpriteShape.Runtime","0.0.0.0",68,16,503,190,"Present"
"Unity.2D.Tilemap.Extras.dll",34304,"4D2AD12EDE3FFE2370324C6D42D539D6F11EB6305E83ED299038B9A7A3329A89","9da47016-018f-45dd-8e67-b80c1aa7a893","Unity.2D.Tilemap.Extras","0.0.0.0",35,18,126,148,"Present"
"Unity.Addressables.dll",116224,"BDBB09107FC8E8F192A986C50D1031183FB96C5BE60D5572E1D0A9C02EF97014","d8998caa-62ca-46e5-b181-39f7967aa01d","Unity.Addressables","0.0.0.0",103,31,647,345,"Present"
"Unity.Animation.Rigging.dll",114176,"FD5C48AE1BA9AE0B7F9FDB7B646A79B0D3122FC26AC5D411016B8A3993BA818D","c577185b-e19e-4453-8ffe-25b2e5b4ff12","Unity.Animation.Rigging","0.0.0.0",140,113,817,1033,"Present"
"Unity.Animation.Rigging.DocCodeExamples.dll",6144,"D26FEF69715AAA9E668543D6880C1D93B54B2FA05A3251376EF164CEE7219BC6","a37c198f-3cfa-40bd-87df-81d778877103","Unity.Animation.Rigging.DocCodeExamples","0.0.0.0",7,2,9,2,"Present"
"Unity.Burst.dll",317440,"D85BC489FE45380444EBCC6E9E1F3538F35EDCFD1CCC6D2060718DC5C4250572","32f163e3-59e2-472a-a58d-b75762062fb4","Unity.Burst","0.0.0.0",91,42,3641,3786,"Present"
"Unity.Burst.Unsafe.dll",5632,"9D9C1FF52411DECBEE5D9F0D1CD61EBEAA222077AA77A52101EA3DEBAFAE98E2","9eaa2e25-81d1-45ae-9c55-5d2492ea3922","Unity.Burst.Unsafe","4.0.5.0",3,0,37,0,"Present"
"Unity.Collections.dll",452096,"4CB7230077F738F0F7CBDD5104B3EC14157BB5FA290A17555E80336A49C46C07","cb9ed03c-905f-4a8e-9e95-6f2bf242de94","Unity.Collections","0.0.0.0",343,196,3535,3367,"Present"
"Unity.Collections.LowLevel.ILSupport.dll",5120,"FF50383F807F9692E4913B97E47D86FEFCB8FAA33D6D48CD3E3FD6FC7FFB448D","9a61fa17-be5d-4b3e-9a42-684e9de45e94","Unity.Collections.LowLevel.ILSupport","0.0.0.0",6,0,4,0,"Present"
"Unity.Formats.Fbx.Runtime.dll",7168,"D7F241F38568F94DBC7281D090EA5FE44937FB5466AAE456656562B30D5CF855","9c38afb5-4f60-47c9-955a-a370ab8de585","Unity.Formats.Fbx.Runtime","0.0.0.0",8,0,21,0,"Present"
"Unity.InputSystem.dll",1131008,"75EBC5A1B8FB1A61F53A00E9CD536E86CB04BBD6394EB77866B15165F05A666F","e38470a1-11d3-4069-83bc-5951cabe3e26","Unity.InputSystem","1.14.0.0",650,334,5838,4887,"Present"
"Unity.InputSystem.ForUI.dll",17408,"BDAC01207A15BE12B5AEB9AE1DFC98AC4A15F702E79907E89D148C9FB911C4F2","763f145c-b4a8-487a-b405-5a09950bc1e5","Unity.InputSystem.ForUI","0.0.0.0",8,0,45,0,"Present"
"Unity.InternalAPIEngineBridge.001.dll",7168,"6EB53D2A4A3487FBA65D881F3697352FF97ECA75CAEA19F9E30BC3668B8DA97E","9fb45517-51e0-4a30-b5ba-f374ee82e46a","Unity.InternalAPIEngineBridge.001","0.0.0.0",7,0,16,0,"Present"
"Unity.InternalAPIEngineBridge.013.dll",6144,"2FB62FD178FEA535137DB3B5B21CF4400CFF5F0D2CDE9E3156B48C59297D7ED5","33ee4b50-f012-4734-9f52-d966a5d65953","Unity.InternalAPIEngineBridge.013","0.0.0.0",7,0,8,0,"Present"
"Unity.Localization.dll",314368,"5D00C64E21CBF62804C10F5991221A0B5ECFC3D4DB7F73520699D52FCF85A721","a67cb5b2-0abd-40b9-8aa8-ad110cf24cff","Unity.Localization","0.0.0.0",384,264,2167,1657,"Present"
"Unity.Mathematics.dll",752640,"24E4F019875562122EDC0F69C7BFBA0B96C243740CF78C39087AA965C63E053B","10a07de3-c3da-46dc-ae5b-106d888e2750","Unity.Mathematics","0.0.0.0",103,78,9427,12604,"Present"
"Unity.MemoryProfiler.dll",7168,"7AC0450E98483BB8931AF6DCDBF11A685023C5B005027FC48C2FC3862B297681","2c031632-4b18-4a2d-809f-110f1f150794","Unity.MemoryProfiler","0.0.0.0",8,1,10,2,"Present"
"Unity.Multiplayer.Center.Common.dll",10752,"FC83942C1EC04294DFDD7A3388E41B220B9B701F781F0D8E6DBEA1DB909D5130","5bfd89bc-245d-4b15-805c-8aa3b89ce602","Unity.Multiplayer.Center.Common","0.0.0.0",21,16,29,96,"Present"
"Unity.Polybrush.dll",47616,"ECA5646069CF638CA9E041B71FD54ED84D1A76E448F2A2A4ABF9B809170A17A0","0d43a5a6-356d-4526-b838-06cbbcd96846","Unity.Polybrush","0.0.0.0",50,5,222,37,"Present"
"Unity.Postprocessing.Runtime.dll",163840,"0D346E16C3BB57D67264BD9BFF5019714601BDD7F2A271088B05A534FE1EFFE8","0aba9dd5-c3d4-4864-9c4d-b34537ea7ed7","Unity.Postprocessing.Runtime","0.0.0.0",144,91,609,667,"Present"
"Unity.ProBuilder.Csg.dll",19456,"2F0150C557CA1CB2980C95D8BCAC9983C856B86B0602B8EDCA82B665C9A1A9C2","b18e14c1-e031-4041-8599-852ef395c83d","Unity.ProBuilder.Csg","0.0.0.0",16,0,84,0,"Present"
"Unity.ProBuilder.dll",403968,"960CAA35F95C4212BA4F9C23B06AEA5BE6C1A51CD2EF64612D8A1AE39B6D38F8","f8ee996c-d35d-4a4c-a968-0a6d567e85d8","Unity.ProBuilder","0.0.0.0",208,77,1528,744,"Present"
"Unity.ProBuilder.KdTree.dll",21504,"E5D78B5127AD2DDCA860B22125094E8E992076FF974308F460160A6C5C784ABD","90ce9c30-d82d-41d5-9122-1ee05c7545ba","Unity.ProBuilder.KdTree","0.0.0.0",22,0,141,0,"Present"
"Unity.ProBuilder.Poly2Tri.dll",40448,"0EF2EABD012E2AD3963ED8F7F200E67FAF98B2B942725DC843E93688EA91E118","a9995a95-3c0b-4c3a-8495-a7dd0b60f0fb","Unity.ProBuilder.Poly2Tri","0.0.0.0",38,0,262,0,"Present"
"Unity.ProBuilder.Stl.dll",14336,"DB1AB49FD299793D068C67D4E15AFA961BB27D3FFB3E1CFBADE6D1AD2974721B","6bc79ff9-60d9-4a1a-a932-75eaa188fafc","Unity.ProBuilder.Stl","0.0.0.0",12,1,29,3,"Present"
"Unity.Profiling.Core.dll",10240,"ECABB18069DEF52BD17A0BBC9638A3D1BF7F61A652BF73FBD2D9E0B2B18D6653","778c2cf3-83aa-4162-8fe9-9611f2320330","Unity.Profiling.Core","0.0.0.0",17,9,43,36,"Present"
"Unity.Rendering.LightTransport.Runtime.dll",305664,"FC6E7B1ADCBF3C580C9A3AB6D2C439237DBB3B331307F1AA0ED2796383633724","b5c6a0fe-f7ff-4217-88ec-3635f7fd4fd3","Unity.Rendering.LightTransport.Runtime","0.0.0.0",99,0,389,0,"Present"
"Unity.RenderPipeline.Universal.ShaderLibrary.dll",9216,"CAF55674E9B16484E43F016D910FCEAA379576EE66BA0D35F7986120388807B5","f6fd557a-f962-459b-8b7b-066b697b7632","Unity.RenderPipeline.Universal.ShaderLibrary","0.0.0.0",23,18,2,107,"Present"
"Unity.RenderPipelines.Core.Runtime.dll",851456,"6532D173BFAD3A9B9F723DC009AEC28C270177F481722D4F9E50E0580AA91969","e40e7409-7904-47a6-80fb-117d1e772828","Unity.RenderPipelines.Core.Runtime","0.0.0.0",719,409,4915,3973,"Present"
"Unity.RenderPipelines.Core.Runtime.Shared.dll",5632,"89073540C72CF77A52A52C6340BB252AAE967B8DCC2355D8B306F7365E55F959","a374fa0c-16d4-4952-861c-506ccefffbad","Unity.RenderPipelines.Core.Runtime.Shared","0.0.0.0",6,0,3,0,"Present"
"Unity.RenderPipelines.Core.Samples.Runtime.dll",18432,"C7E750C5EEADEBEF201E593568249E3DE3D1A8058293EBFB43D875043D93C2E1","23a11c2b-d002-45a0-942f-f5d04a95376f","Unity.RenderPipelines.Core.Samples.Runtime","0.0.0.0",18,9,51,59,"Present"
"Unity.RenderPipelines.Core.ShaderLibrary.dll",5120,"D82DB457E1E3F8DEA4C359F11CA8E346C905FED0AAB51F1C9135373BDD546515","a43e8d50-b837-44ec-a853-bf450e15e269","Unity.RenderPipelines.Core.ShaderLibrary","0.0.0.0",6,0,3,0,"Present"
"Unity.RenderPipelines.GPUDriven.Runtime.dll",209920,"2D62D7A0FEA00C43783BC0606F6BADF2FD785DE7BA82670EA9CB192CF6045119","0a17e221-476b-40fa-bf92-d0fe9196a59c","Unity.RenderPipelines.GPUDriven.Runtime","0.0.0.0",220,13,839,69,"Present"
"Unity.RenderPipelines.ShaderGraph.ShaderGraphLibrary.dll",5120,"DD798303DF77DF4B541A595F6000682A415749B0693BA844A4D1A4A950C339B0","8b6c749c-96bb-4821-8665-b8a7e8efb83a","Unity.RenderPipelines.ShaderGraph.ShaderGraphLibrary","0.0.0.0",6,0,3,0,"Present"
"Unity.RenderPipelines.Universal.2D.Runtime.dll",251392,"6A2F50175F7D3E5C5BB344B84916DD8F472AD74B59A3944E26A149BC686A270B","07f566f5-f8b4-4834-ba74-220d87229b09","Unity.RenderPipelines.Universal.2D.Runtime","0.0.0.0",189,25,1055,242,"Present"
"Unity.RenderPipelines.Universal.Config.Runtime.dll",5632,"F27857ED7CBA495831554DBC7E3B6E32590FD9D54DBA66FEB1635B6C2132B701","db14b3cb-a92a-492f-8ab4-d9c3b29a584a","Unity.RenderPipelines.Universal.Config.Runtime","0.0.0.0",6,1,2,3,"Present"
"Unity.RenderPipelines.Universal.Runtime.dll",795136,"CCE577EE2121609156DF93C13D0D360F21B711486B6865FAB1BD729618A64CBE","1b86cd6b-a0fd-4894-b83d-53a2177dffcd","Unity.RenderPipelines.Universal.Runtime","0.0.0.0",559,181,3164,2149,"Present"
"Unity.RenderPipelines.Universal.Shaders.dll",5120,"7E2127A5A0038356175933C33BFB5542E6F5CCE8A3D3B31C2BA58992715F1F6A","34819804-c671-47c3-9f22-374f0946391e","Unity.RenderPipelines.Universal.Shaders","0.0.0.0",6,0,3,0,"Present"
"Unity.ResourceManager.dll",139776,"C8145E55FD54BD931FF9E4BCAF2273B00D389CF25DAF5C2F2F0B7562FF4EDD95","500dab48-8f1b-429d-9dce-8b1c62677a9a","Unity.ResourceManager","0.0.0.0",136,55,907,432,"Present"
"Unity.ScriptableBuildPipeline.dll",9216,"303F8BC74D93EDE4DE6ACED444BD07A46A0FB4C7E3C2714AD8FC25635CF10C5B","9d1ead2a-3672-40b1-9b8f-e8bd068d209f","Unity.ScriptableBuildPipeline","0.0.0.0",7,2,26,28,"Present"
"Unity.TerrainTools.dll",5632,"91B1EA26605CE3B4D7FBFA1A87243E882CB944F031162CB89DDA2AA111B5A487","6a165c3a-581b-4d6f-85cb-eb8d1d7d9db2","Unity.TerrainTools","0.0.0.0",6,1,5,4,"Present"
"Unity.TextMeshPro.dll",445952,"A90BF338537C494C9ED2994293079213ADD534E59B00C80E6AFE53028156B3A9","e7e16161-dca0-41af-97ef-0f97139d2689","Unity.TextMeshPro","0.0.0.0",196,135,1817,1959,"Present"
"Unity.Timeline.dll",128512,"08C87B5048111AAE59E4C329A3DDB858B734248D6E77AA676734DAC17EE562E0","da23ba4e-ab43-4982-943d-9de4622e3c2c","Unity.Timeline","1.0.0.0",126,57,886,575,"Present"
"Unity.VisualEffectGraph.Runtime.dll",103936,"E59AA499844D21D787077AEC38177DAA36891AE8C14AABB91592D269AA3CF369","c2cc44f9-fb4f-426c-8ebc-09129b6dd2bf","Unity.VisualEffectGraph.Runtime","0.0.0.0",107,9,512,46,"Present"
"UnityEngine.AccessibilityModule.dll",51384,"C2FC6BEB85625AE498BC642AE2E9FCFB5B1D34496AE28A7B6CCFA9AF2C9E9EB9","c043cf59-272f-4171-b3fa-39a720cfb33e","UnityEngine.AccessibilityModule","0.0.0.0",24,8,325,112,"Present"
"UnityEngine.AIModule.dll",71352,"324E838C799E2F9D3682BFD895BECFAF4978F588DFA50778C58D876053D68C09","bd0e832a-fafc-4344-b6c6-74452564b7da","UnityEngine.AIModule","0.0.0.0",33,32,568,506,"Present"
"UnityEngine.AMDModule.dll",20152,"92E17B8451279DE09F9F98C29C0710062946B4266DADB76B2E28D9ED0F83B670","b195e8e5-68d6-43db-bab4-2089bcd9d9d5","UnityEngine.AMDModule","0.0.0.0",11,8,58,75,"Present"
"UnityEngine.AndroidJNIModule.dll",114360,"CFB5A5136C0C2ECD953DCB645660E73F71C728F69E867E67A67D84D42DA2E010","2d32daf8-8158-416c-a044-fc9c3e800346","UnityEngine.AndroidJNIModule","0.0.0.0",61,49,750,663,"Present"
"UnityEngine.AnimationModule.dll",212152,"13D5EC74F111BEAE0DED0EF2B37843F48641E5C97EA2D18D741B4F8C3A7F3814","f778bd89-abcf-4b36-9e5b-26b11d30068b","UnityEngine.AnimationModule","0.0.0.0",118,90,2035,1410,"Present"
"UnityEngine.ARModule.dll",20152,"E18397C363C247FED636F8F25DB36CDDF961E0643E4793A6FB2D587F92EDCA5E","c5ab2aff-b70f-43a3-8102-a0d9fc5be724","UnityEngine.ARModule","0.0.0.0",3,0,4,0,"Present"
"UnityEngine.AssetBundleModule.dll",37048,"3C0A94694634DBB52F2B573BD8DA5C44A759384E6942545D73CB900CDF05A55F","7727809f-0aa4-4cc1-8c76-8ed55cdf85ca","UnityEngine.AssetBundleModule","0.0.0.0",13,8,145,96,"Present"
"UnityEngine.AudioModule.dll",101048,"394CC2BD9F3187A7760D2BAB0FD53CC674869DC3AC3E55D4CCBFB62929708357","bd44cb86-a66d-45fb-8af2-ef214f3a84db","UnityEngine.AudioModule","0.0.0.0",62,46,892,644,"Present"
"UnityEngine.ClothModule.dll",30904,"76686965B073F979E4B7D4718D1949646F9B794B98BB70713358FF87E679EBD3","18c766d9-a245-4f5b-9448-ddffdabbe6a8","UnityEngine.ClothModule","0.0.0.0",3,3,123,98,"Present"
"UnityEngine.ClusterInputModule.dll",22712,"9405E39103A33A7E1E5C60C5C1E5896B927602C98D87AEF858172D53F1E9327A","b25b7a00-60cc-4843-b032-de0628d1b740","UnityEngine.ClusterInputModule","0.0.0.0",2,2,23,17,"Present"
"UnityEngine.ClusterRendererModule.dll",21176,"7D1575CEB797BBE80FA56B24E4A2B9BCB45062C9D796978E447B93841C3DAD63","fed3627d-1f0a-4188-844b-c27b8ee01717","UnityEngine.ClusterRendererModule","0.0.0.0",2,2,17,14,"Present"
"UnityEngine.ContentLoadModule.dll",27320,"ECA2BA191189ACB427471DD0D7E64F3E1135DD854627E55BCBE36E06E30435EF","e30829c5-4979-4945-a11b-3b2bb8830063","UnityEngine.ContentLoadModule","0.0.0.0",8,7,66,47,"Present"
"UnityEngine.CoreModule.dll",1793720,"16A5DBDE6C9CFE9A666D6869C39CB315992E0A4C503C24EB52AA8F6979B9313B","bbe2d125-56b3-4749-9176-20425ebb4662","UnityEngine.CoreModule","0.0.0.0",1466,1115,14380,13548,"Present"
"UnityEngine.CrashReportingModule.dll",21176,"0A905DFA105700B50AC6F695587CE93773E47714BCA8BED9DAFFD69FA2CBA955","47815622-5235-4d15-934e-37eca5554a30","UnityEngine.CrashReportingModule","0.0.0.0",1,1,13,8,"Present"
"UnityEngine.DirectorModule.dll",36536,"DB668C7F4F237AAEABAFBB2BCA4C0C71044F65BA0C349A786A53C54B13D6C617","9742144c-4bf7-4518-9a6b-0e599c57824e","UnityEngine.DirectorModule","0.0.0.0",12,1,152,50,"Present"
"UnityEngine.dll",168632,"9E2B54E82A8545E54EBD12CE8D7F4B18369F479F74C9F091ED0A78D79A35D508","54c0e90b-0d4b-46b4-aab5-a518083a0477","UnityEngine","0.0.0.0",24,0,16,0,"Present"
"UnityEngine.DSPGraphModule.dll",28344,"7A90B4D1CBF159038206E318E5F17B3F8A41F10C9247DCB8C772B02613FD81E9","ab54b5e0-5967-4930-bb38-a4cbb16d66d0","UnityEngine.DSPGraphModule","0.0.0.0",10,0,73,0,"Present"
"UnityEngine.GameCenterModule.dll",40632,"79C7E4F85984DEC5FE1936D48FDD5CD137F58D8A8D19F27B013115B2C3E6B711","59271fa5-edae-4efe-b7a3-6e72d2a9549f","UnityEngine.GameCenterModule","0.0.0.0",22,19,205,278,"Present"
"UnityEngine.GIModule.dll",19128,"01591369A51D6150F87AC724A631E640CF4938F2E9C7F5848DEDAC55CD668E0F","0757508e-2748-4b32-93e9-7f331e98365a","UnityEngine.GIModule","0.0.0.0",0,0,0,0,"Present"
"UnityEngine.GraphicsStateCollectionSerializerModule.dll",12472,"BA9169277B34CB6D26C2AA16C06697169AA34B7CF982505E5124B9FC3774B9A4","dc6d9885-3ac2-4377-a936-fa3b199bfd1c","UnityEngine.GraphicsStateCollectionSerializerModule","0.0.0.0",0,0,0,0,"Present"
"UnityEngine.GridModule.dll",24760,"E605A3F242983E5A31DCFBA139B30CDA92291FFE3D985462FCE63E73908E30E4","61fd3f85-9fc4-42c6-ba8d-5e4bcb654e98","UnityEngine.GridModule","0.0.0.0",4,4,56,49,"Present"
"UnityEngine.HierarchyCoreModule.dll",89784,"C30B9530589199C417950355E6C957A30E95E9FF15B810E46623115E1B877D70","9479437f-343c-482a-b56e-8b6dec4b4f6a","UnityEngine.HierarchyCoreModule","0.0.0.0",55,28,714,404,"Present"
"UnityEngine.HotReloadModule.dll",19128,"062DE33CDB4831545D0C3E8E15EF49B4639E88E18F640DCC66E244356FD8ADAA","4be05bb4-7ecb-4fd9-b24d-2697b0b369cf","UnityEngine.HotReloadModule","0.0.0.0",0,0,0,0,"Present"
"UnityEngine.ImageConversionModule.dll",25784,"DCF89B62D5CA54AD8C83B133210912C655CC8C24B7ACB61D052B9EA2A1DDFF22","e21f1b62-1ef0-4081-a915-72e767ccd469","UnityEngine.ImageConversionModule","0.0.0.0",1,1,41,21,"Present"
"UnityEngine.IMGUIModule.dll",204472,"7F71D3240E396B5E74505F234BB4B888F833BBE0789F56AA2F2524C61C9BBA14","fdc36d3d-8210-4999-92bd-c8ef7d63c84e","UnityEngine.IMGUIModule","0.0.0.0",74,35,1444,876,"Present"
"UnityEngine.InputForUIModule.dll",55480,"7455F20DA6886E9C315F7790493A0B2B4708AB62CDE33377E414D00986AFA322","7faad47f-f823-4e2e-b356-32f49de62217","UnityEngine.InputForUIModule","0.0.0.0",51,0,291,0,"Present"
"UnityEngine.InputLegacyModule.dll",40120,"ADCE4C864C88A145FA175A9A09FE773D17AA87C23CBDF705E2C142B591CBDA7F","8d7c7748-cd52-4805-92da-b3c89d10dacb","UnityEngine.InputLegacyModule","0.0.0.0",21,15,210,233,"Present"
"UnityEngine.InputModule.dll",22712,"15D6B9EAE61793FE738F253FB846EAE832CEC1ACB4E26DF9B5B642FBE6CDA331","b73bb86a-3574-4b30-8f67-014713349abf","UnityEngine.InputModule","0.0.0.0",6,0,29,0,"Present"
"UnityEngine.JSONSerializeModule.dll",21688,"9237811754146086B3D148E76F20D468A2B932EC2C4D1782D2CB7ED8440AB602","e38da349-663e-4866-99b7-77645d00fff9","UnityEngine.JSONSerializeModule","0.0.0.0",1,1,9,5,"Present"
"UnityEngine.LocalizationModule.dll",21688,"6E07F153411A2AFAE6C47FADC4BBAA983A8A9F5FFA66282A3764B3353851A5DC","2b225e92-de0c-4413-982a-0cc52bb0e77a","UnityEngine.LocalizationModule","0.0.0.0",1,1,14,9,"Present"
"UnityEngine.MarshallingModule.dll",62136,"E556637D5857C121634D3CE4A80C57ADAEB13678693312A5C8AA59EB695DEA16","9849602e-a238-4b9d-8449-003f5b5842f7","UnityEngine.MarshallingModule","0.0.0.0",69,0,489,0,"Present"
"UnityEngine.MultiplayerModule.dll",14008,"3A8AB33F84F3BD48D61A6DC2E336D75E7FA4BE50B8B0882DFF3B3E3EC320812C","4e8f1227-0380-4ce5-b47d-6ef80dfdc7fe","UnityEngine.MultiplayerModule","0.0.0.0",4,0,6,0,"Present"
"UnityEngine.NVIDIAModule.dll",32952,"71853550E788FCD6B4B6E686A595632E301E155D5200337B14287D0721D520E7","4fc9c5a0-8876-4777-93d3-13b188115f3e","UnityEngine.NVIDIAModule","0.0.0.0",19,12,139,143,"Present"
"UnityEngine.ParticleSystemModule.dll",165048,"0DB8C0E28F8DA3871E39FEBF7127AE31E636728BB79894F270008F2D2C479D2E","cdddca03-226d-4312-9a4e-35c658903c16","UnityEngine.ParticleSystemModule","0.0.0.0",116,90,1787,1919,"Present"
"UnityEngine.PerformanceReportingModule.dll",19640,"709B256A2DE1A37BF4C0C0A324743AED96B00EEAD5315625911732DF15EF7732","d2f99f13-15a1-42ee-9f04-6747892ec7c8","UnityEngine.PerformanceReportingModule","0.0.0.0",1,1,3,5,"Present"
"UnityEngine.Physics2DModule.dll",198328,"85D379F1AE537215AAA508F9D8865F97634CE632F0519BA881E938BC61CEC164","a4c26e8c-e755-4180-94de-b41c76b610d4","UnityEngine.Physics2DModule","0.0.0.0",66,64,1763,1550,"Present"
"UnityEngine.PhysicsModule.dll",179896,"2CCF2CD614A218349D3A4113ABC1FB2B2397114362FF08B5BAB1F568D4C43CF3","ed846196-a5fe-42e4-8cab-f2974686bfcf","UnityEngine.PhysicsModule","0.0.0.0",96,84,1704,1703,"Present"
"UnityEngine.PropertiesModule.dll",147640,"8DC141E6371278B4E62357A3B9E64F2045A4DB1D296A4B84B31EA37E7899486C","69c06377-d392-4b6e-a197-d306658c301c","UnityEngine.PropertiesModule","0.0.0.0",208,98,1060,370,"Present"
"UnityEngine.RuntimeInitializeOnLoadManagerInitializerModule.dll",19128,"D9ACBA3DAF0FCEFF175E15352F8B579E2CCA138EA1F0D53352FED70A62C29A75","0465a915-51dc-4590-bc6b-79985ccc08bf","UnityEngine.RuntimeInitializeOnLoadManagerInitializerModule","0.0.0.0",0,0,0,0,"Present"
"UnityEngine.ScreenCaptureModule.dll",20664,"E5DB91CD11F11F3C6DBB7671A0E9276F0967D4B76C9AC97C66050FF5DF8082D0","770bf7fe-4fdf-4a77-b37b-e574e6d5b10a","UnityEngine.ScreenCaptureModule","0.0.0.0",2,2,12,12,"Present"
"UnityEngine.ShaderVariantAnalyticsModule.dll",19128,"2678F4CF9DDB19CD4817BF5DBB8F0EAA967B8F9CF89F79279A626B325644255E","1e51e84f-601a-47c7-a88c-5bf8fc9d931a","UnityEngine.ShaderVariantAnalyticsModule","0.0.0.0",0,0,0,0,"Present"
"UnityEngine.SharedInternalsModule.dll",30392,"9708DCE1C514B039F9FD51636595ECF05E9AD8AB68C4489E5E44EBD8D5E0782E","93c3ba8a-4d9d-4713-908d-0a4baa34b9cb","UnityEngine.SharedInternalsModule","0.0.0.0",40,0,137,0,"Present"
"UnityEngine.SpriteMaskModule.dll",23224,"F160CA5C181DA847889FD19916854BFE5DAEE1F1383F52F01BD486FD002C1B2C","842ffe1f-9412-4ba3-a8db-0530f47a9072","UnityEngine.SpriteMaskModule","0.0.0.0",3,2,43,31,"Present"
"UnityEngine.SpriteShapeModule.dll",26296,"D3E306F1E7D4CCDF60C95FDFF63621A69DA762974E4F060C334FB60A63B7A9DC","01b250a0-3078-41bc-b804-29b3997e2c4c","UnityEngine.SpriteShapeModule","0.0.0.0",8,7,48,59,"Present"
