"profileId","enemyId","intentId","enemyCardId","displayName","type","cost","cooldown","description","defaultEquipped"
"base-game.10043","10043","spirit.pve.enemycard_vulnerabilitylight.intent","enemycard_vulnerabilityLight","看破","Interference","2","1","为目标敌人施加3层易伤。","True"
"base-game.10044","10044","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10044","10044","spirit.pve.enemycard_mt1.intent","enemycard_MT1","操偶术:保护","Support","2","1","为自身施加2层生命链接。","True"
"base-game.10044","10044","spirit.pve.enemycard_mt2.intent","enemycard_MT2","操偶术:狂暴","Support","3","2","为自身施加10层超凡。","False"
"base-game.10044","10044","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10045","10045","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10045","10045","spirit.pve.enemycard_giantclawstrike.intent","enemycard_GiantClawStrike","巨力爪击","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层流血。","True"
"base-game.10045","10045","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10045","10045","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10046","10046","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10046","10046","spirit.pve.enemycard_fullsupport.intent","enemycard_FullSupport","防护结界","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"base-game.10046","10046","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10046","10046","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10047","10047","spirit.pve.enemycard_observe.intent","enemycard_Observe","涣散","Interference","2","1","为目标敌人施加2层衰退。","True"
"base-game.10047","10047","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10047","10047","spirit.pve.enemycard_overrunworkouts.intent","enemycard_OverrunWorkouts","刃契","Support","1","0","为自身施加1层锋锐。","False"
"base-game.10047","10047","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10048","10048","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10048","10048","spirit.pve.enemycard_despair.intent","enemycard_Despair","绝望","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加3层毒素。","False"
"base-game.10048","10048","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10048","10048","spirit.pve.enemycard_royalbarrier.intent","enemycard_RoyalBarrier","王族壁垒","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"base-game.10048","10048","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10048","10048","spirit.pve.enemycard_superfireball.intent","enemycard_SuperFireBall","魔爆术","Attack","2","1","对目标敌人连续2次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10049","10049","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10049","10049","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10049","10049","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","True"
"base-game.10050","10050","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10050","10050","spirit.pve.enemycard_fivehit.intent","enemycard_FiveHit","寂灭黑星","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10050","10050","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10051","10051","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10051","10051","spirit.pve.enemycard_despair.intent","enemycard_Despair","绝望","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加3层毒素。","False"
"base-game.10051","10051","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10051","10051","spirit.pve.enemycard_royalbarrier.intent","enemycard_RoyalBarrier","王族壁垒","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"base-game.10051","10051","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10051","10051","spirit.pve.enemycard_superfireball.intent","enemycard_SuperFireBall","魔爆术","Attack","2","1","对目标敌人连续2次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10052","10052","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10052","10052","spirit.pve.enemycard_despair.intent","enemycard_Despair","绝望","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加3层毒素。","False"
"base-game.10052","10052","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10052","10052","spirit.pve.enemycard_royalbarrier.intent","enemycard_RoyalBarrier","王族壁垒","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"base-game.10052","10052","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10052","10052","spirit.pve.enemycard_superfireball.intent","enemycard_SuperFireBall","魔爆术","Attack","2","1","对目标敌人连续2次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10053","10053","spirit.pve.enemycard_burn2.intent","enemycard_burn2","蹈火之域：三阶","Interference","3","2","为目标敌人施加6层灼烧。","True"
"base-game.10053","10053","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10053","10053","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10053","10053","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10053","10053","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10054","10054","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10054","10054","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10055","10055","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10055","10055","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10056","10056","spirit.pve.enemycard_car_hammer.intent","enemycard_CAR_Hammer","圣锤：乌尔加农","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","True"
"base-game.10056","10056","spirit.pve.enemycard_car_spear.intent","enemycard_CAR_Spear","圣枪：迦耶伯格","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层易伤。","True"
"base-game.10056","10056","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10056","10056","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10057","10057","spirit.pve.enemycard_car_hammer.intent","enemycard_CAR_Hammer","圣锤：乌尔加农","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10057","10057","spirit.pve.enemycard_car_shield.intent","enemycard_CAR_Shield","圣盾：瓦尔特洛斯","Support","2","1","为自身施加1层坚毅；为自身施加1层活力。","True"
"base-game.10057","10057","spirit.pve.enemycard_car_spear.intent","enemycard_CAR_Spear","圣枪：迦耶伯格","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层易伤。","True"
"base-game.10057","10057","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10057","10057","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10058","10058","spirit.pve.enemycard_car_hammer.intent","enemycard_CAR_Hammer","圣锤：乌尔加农","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10058","10058","spirit.pve.enemycard_car_shield.intent","enemycard_CAR_Shield","圣盾：瓦尔特洛斯","Support","2","1","为自身施加1层坚毅；为自身施加1层活力。","True"
"base-game.10058","10058","spirit.pve.enemycard_car_spear.intent","enemycard_CAR_Spear","圣枪：迦耶伯格","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层易伤。","True"
"base-game.10058","10058","spirit.pve.enemycard_car_sword.intent","enemycard_CAR_Sword","圣剑：瑟兰提尔","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10058","10058","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10058","10058","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10059","10059","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10059","10059","spirit.pve.enemycard_giantclawstrike.intent","enemycard_GiantClawStrike","巨力爪击","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层流血。","True"
"base-game.10059","10059","spirit.pve.enemycard_makeineffectiverays1.intent","enemycard_MakeIneffectiveRays1","结晶化","Defense","2","1","为自身获得4+护甲×0.8点护盾；为自身施加2层坚毅。","False"
"base-game.10059","10059","spirit.pve.enemycard_seduce.intent","enemycard_Seduce","龙吼","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为目标敌人施加2层易伤。","True"
"base-game.10060","10060","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","False"
"base-game.10060","10060","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10060","10060","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10060","10060","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","False"
"base-game.10060","10060","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","True"
"base-game.10061","10061","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10061","10061","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10061","10061","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10061","10061","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10061","10061","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.99999","99999","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"terrias.boss_orbit_mirror_array","boss_orbit_mirror_array","spirit.pve.terrias_terrias_enemycard_mirror_calibration.intent","Terrias_terrias_enemycard_mirror_calibration","校准光照","Defense","3","2","为自身获得10点护盾；为所有敌人施加5层灼烧。","True"
"terrias.boss_orbit_mirror_array","boss_orbit_mirror_array","spirit.pve.terrias_terrias_enemycard_orbit_refraction.intent","Terrias_terrias_enemycard_orbit_refraction","环日折射","Attack","3","2","对目标敌人造成8+攻击×0.9点伤害；为目标敌人施加10层灼烧。","True"
"terrias.boss_saint_wuna","boss_saint_wuna","spirit.pve.terrias_terrias_enemycard_saint_purification.intent","Terrias_terrias_enemycard_saint_purification","圣女净祷","Attack","2","1","对目标敌人造成10+攻击×0.9点伤害；为目标敌人施加2层躯体灼烧。","True"
"terrias.boss_saint_wuna","boss_saint_wuna","spirit.pve.terrias_terrias_enemycard_saint_return_to_court.intent","Terrias_terrias_enemycard_saint_return_to_court","刻名归庭","Attack","2","1","对目标敌人造成9+攻击×0.85点伤害。","True"
"terrias.boss_second_sun_last_day","boss_second_sun_last_day","spirit.pve.terrias_terrias_enemycard_last_day_morning_prayer.intent","Terrias_terrias_enemycard_last_day_morning_prayer","晨祷校准","Interference","3","2","为所有敌人施加5层灼烧；为自身施加10层聚集之火。","True"
"terrias.boss_second_sun_last_day","boss_second_sun_last_day","spirit.pve.terrias_terrias_enemycard_last_day_noon_burn.intent","Terrias_terrias_enemycard_last_day_noon_burn","正午断脊","Attack","2","1","对目标敌人造成12+攻击×1点伤害。","True"
